Language,hand,left,right,leg/foot,to walk,road/path,to come,to turn,to swim,dirty,dust,skin,back,belly,bone,intestines,liver,breast,shoulder,"to know, be knowledgeable",to think,to fear,blood,head,neck,hair,nose,to breathe,"to sniff, smell",mouth,tooth,tongue,to laugh,to cry,to vomit,to spit,to eat,to chew,to cook,to drink,to bite,to suck,ear,to hear,eye,to see,to yawn,to sleep,to lie down,to dream,to sit,to stand,person/human being,man/male,woman/female,child,husband,wife,mother,father,house,thatch/roof,name,to say,rope,"to tie up, fasten",to sew,needle,to hunt,to shoot,"to stab, pierce",to hit,to steal,to kill,"to die, be dead","to live, be alive",to scratch,"to cut, hack",stick/wood,to split,sharp,"dull, blunt",to work,to plant,to choose,to grow,to swell,to squeeze,to hold,to dig,to buy,"to open, uncover","to pound, beat",to throw,to fall,dog,bird,egg,feather,wing,to fly,rat,meat/flesh,fat/grease,tail,snake,worm (earthworm),louse,mosquito,spider,fish,rotten,branch,leaf,root,flower,fruit,grass,earth/soil,stone,sand,water,to flow,sea,salt,lake,woods/forest,sky,moon,star,cloud,fog,rain,thunder,lightning,wind,to blow,warm,cold,dry,wet,heavy,fire,to burn,smoke,ash,black,white,red,yellow,green,small,big,short,long,thin,thick,narrow,wide,"painful, sick","shy, ashamed",old,new,good,"bad, evil","correct, true",night,day,year,when?,to hide,to climb,at,"in, inside",above,below,this,that,near,far,where?,I,thou,he/she,we,you,they,what?,who?,other,all,and,if,how?,"no, not",to count,One,Two,Three,Four,Five,Six,Seven,Eight,Nine,Ten,Twenty,Fifty,One Hundred,One Thousand
Fijian (Bau),liɡa-na,i mawi,i matau,yava-na,lako,sala,lako mai,ɡole-a,qalo,duka,kuvu ni qele,kuli-na,daku-na,kete-na,sui-na,wawa,yate-na,sucu-na,vu ni taba-na,kila-a,nanu-ma,rere-vaka,dra,ulu-na,domo-na,drau ni ulu-na,ucu-na,ceɡu-va,reɡu-ca,ɡusu-na,bati-na,yame-na,dredre,taɡi,lua-ca,kasivi-ta,kani-a,mama-a,[vaka] saqa-a,ɡunu-va,kati-a,sucu-ma,daliɡa-na,roɡo-ca,mata-na,rai-ca,[vaka]lamawa,moce,davo,tadra-a,dabe-ca,tu,tamata,taɡane,yalewa,ɡone,wati-na,wati-na,tina-na,tama-na,vale,i tibitibi,yaca-na,kaya,dali,vau-ca,cula-a,i-cula,vaka-sasa-a,vana,sua-ka,vacu-a,butako-ca,moku-ta,mate,bula,kadru-va,tata,kau,tase-a,ɡata,[mucu]mucu,cakacaka,te-a,diɡi-a,tubu,vuce,boo,taura,keli-a,voli-a,dola-va,tuki-a,viri-taka,lutu-ka,koli,manumanu,yaloka,vuti-na,taba-na,vuka,kalavo,viciko,uro,bui-na,ɡata,baca ni qele,kutu,namu,tina ni viritalawalawa,ika,vuca,taba-na,drau ni kau,vu-na,se ni kau,vua-na,co,qele,vatu,nuku,wai,drodro-va,wasawasa,masima,drano,veikau,lomalaɡi,vula,kalokalo,o,kabukabu,uca,kurukuru,livaliva,caɡi,uvu-ca,katakata,batabata,maca,suasua,bibi,bukawaqa,vaka-caudre-va,kubou,dravu,loaloa,vulavula,damudamu,dromodromoa,karakarawa,lailai,levu,lekaleka,balavu,mamare,vavaku,qiqo,raba,rarawa,madua,qase,vou,vinaka,ca,dina,boɡi,siɡa,yabaki,ninaica,vuni-a,cabe,e,e loɭma,e cake,e ra,oqo,oqori,voleka,yawa,e vei,iau,iko,koya,e[da],kemuni,ira,cava,[k]o cei,dua tale,kece,kei,ke,vaka-cava,seɡa,oka-ta,e dua,e rua,e tolu,e va,lima,ono,vitu,walu,ciwa,saɡavulu,rua-saɡavulu,lima-saɡavulu,drau,dua na dolu
Gorontalo (Hulondalo),ʔuluʔu,ʔoloyihi,ʔolowala,ʔoʔato,naʔo-naʔo,dalalo,mee duŋɡa,mo-bale,mo-lolaŋi,kootoro,pe|yahuʔo,ʔalipo,wuleya,ʔomboŋo,tulalo,toniya,wandohu,tutu,biŋɡuŋo,ʔo-taawa,mo-mikiilaŋi,mo-ohe,duhu,luŋɡoŋo,buloʔo,huwoʔo,wuliŋo,mo-hilawo,mo-diilo,ŋaŋo,duŋito,dila,mo-ʔiʔi,h-um-oyoŋo,mo-tuʔo,mo-nula,moŋa,mo-hundapo,mo-tubu,mo-ŋilu,mo-deŋeto,mo-ŋindopo,buloŋa,mo-duŋuhu,mato,mo-milohu,mo-huwabu,mo-tuluhu,mo-ti-balato,mo-tohiilopo,mo-tihuloʔo,t-im-ihulo,tawu,taa lolaʔi,taa buwa,walaʔo,hiyalo,hiyalo,tiilo,tiyano,bele,watopo,taŋɡulo,mo-loʔiya,buwatulo,mo-lihuto,mo-detu,dudetu,mo-ŋalupo,mo-motahu,mo-mituʔo,mo-mubohu,mo-taʔo,mo-mate,mate,tumu-tumulo,mo-ŋahu,mo-mutu,ʔayu,mo-mutaʔe,mo-lalite,mo-hulaŋo,mo-kalaja,mo-mulo,mo-lulawoto,t-um-umulo,mo-mo-mataŋo,mo-mitodu,mo-dihu,mo-ŋali,mo-tali,mo-muʔo,mo-lobuʔo,mo-po-mahulo,mo-dehu,ʔapula,buuruŋi,putite,layi,polipiʔo,t-um-omboto,ʔudu,tapu,tabo,patahu,tulidu,luwandi,ʔutu,lamuʔo,lawaŋo,ʔuponula,mo-hutodu,taŋo,duuŋo,wuwaʔato,hulaʔo,huŋo,huyoʔoto,huta,botu,huŋayo,taluhu,tolo-tolohu,deheto,watiŋo,bulalo,ʔo-ʔayuwa,huluŋo,hulalo,poliyama,heeŋo,wambulo [embun],didi,buloŋɡodu,ʔilato,dupoto,hii-hiipo,mo-patu,mo-huhulo,mo-heŋu,mo-batu,mo-bu-buheto,tulu,mo-mobu,poloʔo,wahu,mo-yitomo,mo-putiʔo,meela,mo-lalahu,mo-yidu,kikiʔo,damaŋo,limbu-limbuʔo,haya-hayaʔo,mo-lipa,mo-hulodu,meepito,mo-taŋɡalo,mo-ŋoŋoto,mo-olito,paŋɡola,bohu,mo-piyohu,mo-leeto,qotutu,huyi,dulahu,taawunu,ʔomoluwa,mo-ti-tuuʔo,mo-botulo,to,to delomio,to titaato,to tibawa,ʔutiye,ʔuyito,meembidu,molamiŋo,toʔutoonu,waatiya,yiʔo,tiyo,ʔito,timoŋoli,timoŋoliyo,wolo,taa toonu,ʔu weewe,ŋoʔaaʔami,wau,wonu,woloolo,diila,mo-reekeni,tuwewu,duluwo,totolu,wopato,limo,wolomo,pitu,walu,tiyo,mopulu,dulopulu,limopulu,mohetuto,nɡolihu
Hanunóo,kamanɡ,wala,sikun,raparapa,l-um-akaw,dalan,balik,simaŋ,l-um-aŋuy,ma-yaɡtiŋ,ɡabuk,tarip,dayu,tiyan,butʔul,bitukaʔ,atay,susu,labay,maɡka-ʔalam-an,um-isip,dalaʔ,duɡuʔ,ulu,liʔuɡ,buhuk,iruŋ,arup,s-um-iŋhut,bibiɡ,ŋipun,dilaʔ,akʔak,maɡ-lumi,s-um-uka,maɡ-buɡa,k-um-aʔun,maɡ-taltaʔ,maŋ...ɡatuŋ,um-inum,kaɡat,s-um-upsup,tuli,dunuɡ,mata,maka-kit,man-labɡab,ma-turuɡ,iɡyaʔ,taɡ-inʔup,t-um-ukaw,t-um-induɡ,tawu,lalaki,babayi,anak,asawa,asawa,inaʔ,amaʔ,balay,atup,ŋaran,maɡ-kun,lubid,hiɡut,tahiʔ,dayum,manɡ-idu,palkas,haruɡ,hampak,takaw,maty-un,matay,buhi,kaɡaw,ma-niɡbas,kayu,baŋaɡ,ma-tarum,dumpul,maɡ-buwat,maɡ-tanum,piliʔ,t-um-ubuʔ,isal,puɡaʔ,maɡ-hiyaput,maɡ-kutkut,b-um-ili,bukas,maɡ-bayu,pisik,raɡdaɡ,iduʔ,manuk,itluɡ,bulbul manuk,pakpak,l-um-ayaŋ,aŋbu[ʔ],tuban,tabaʔ,ikuɡ,ulay,alukatiʔ,kutu,namuk,lawa,isdaʔ,ma-ʔibas,saŋa,labuŋ,ɡamut,busaŋ,burak,rikut,daɡaʔ,batu,baras,danum,laɡnas,lawud,asin,danaw,puruʔ,laŋit,bulan,pamɡasan,paŋanud,alinyabuʔ,uran,lintiʔ,kilat,arahay,maɡ-ʔuyup,ma-ʔinit,ma-ramiɡ,uɡa,tupus,ma-buyat,apuy,tutud,anus,ayum,aɡiwan,abukay,ma-rara,dilaw,latuy,diʔit,daka,ababaʔ,ʔaba,ma-nipis,ma-damul,diʔit,daka,ma-sakit,huya,ɡuraŋ,baɡʔu,mayad,daʔut,kaŋud,yabi,siraŋ,abaɡat,kapira,taɡuʔ,dayik,sa,sa basad,tuŋud,lawud,inda,tunda,arani,arayuʔ,naʔan,aku,kawu,siya,kita,kamu,sida,hintay,sintay,iba,tanan,[k]aɡ,nu,abitay,balaw,ma-bilaŋ,usa,duwa,tulu,upat,lima,ʔunum,pitu,walu,siyam,sampulu,duwa (ka) pulu,lima (ka) pulu,ʔusa ka ɡatus,ʔusa ka libu
Bima,rima,kuʔi,wana,ed̪i,lampa,ncai,mai,peko,liwa,sampu,kalubu,huri,deri,loko,peke,isi loko,ade,susu,d̪inca,bade,fiki,dahu,raʔa,tuta,woʔo,honɡɡo,ilu,sasi nawa,nɡilu,asa,woi,lera,hari,nanɡi,lohi,katufe,nɡaha,mama,mbako,nono,nɡenɡe,kamuci,fiko,kadeʔe,mada,tio,mawa,maru,ndore,nifi,doho,kid̪i,dou,mone,siwe,ana,rahi,wei,ina,ama,uma,butu,nɡara,nɡɡahi,ai,d̪iki,ndaʔu,ndau,nɡɡalo,bedi,tuba,boe,mpanɡa,hade,made,mori,kao,dompo,haju,biʔa,nɡaha,dudu,karawi,nɡɡud̪a,kad̪ale,mori,winte,pua,nenti,nɡari,weli,henɡɡa,mbaju,bale,mabu,lako,nasi,dolu,kere,kalete,nɡemo,karawo,hiʔi,apa,keto,sawa,koli,hudu,karoku katonɡɡa,sanɡɡanɡɡau,uta,mbai,sanɡa,roʔo,amu,bunɡa,wua haju,mpori,dana,wadu,sarae,oi,rai,moti,sia,dano,wuba,lanɡi,wura,ntara,riru,apu,ura,kareci ai,kakila ai,anɡi,ewu,pana,busi,manɡo,mbeca,tani,afi,kaʔa,obu,kalubu,meʔe,bura,kala,monca,jao,toʔi,naʔe,poro,naru,nipi,tebe,tuka,lembo,supu,maja,tua,bou,taho,dabae,poda,aimanɡad̪i,ainai,mbaʔana,bune ai,cili,neʔe,di,tad̪ei,taese,ta-awa,ake,ede,d̪eni,doʔo,tabe,nahu,nɡɡomi,sia,ndaita,nɡɡomi d̪oho,sia d̪oho,au,cou,laina,saraʔa,labo,nɡɡara,bune,wati,reke,ica,d̪ua,tolu,upa,lima,ini,pidu,waru,ciwi,sempuru,duampuru,limampuru,seratu,seriwu
Bintulu,aɡem,bulay,taʔew,ay,lakaw,jelu,tieʔ,bepusiŋ,periŋuy,jemiʔ,avuk,kulit,likud,tenaʔiʔ,tulaŋ,kuʔuŋ tenaʔɪʔ,aɓaw,titiʔ,karib,taʔuʔ,bepiker,maw,raʔ,ulew,batuk,ɓuk,uruŋ,besidek,memaw,bivi,ɲipen,jelaʔ,betaba,meŋit,putaʔ,bejulaʔ,peɲaʔ,kuɲeh,memasak,suɓaʔ,suɓut,susip,teliŋa,sebandiŋ,mata,pilaw,teɲebab,meɡen,luɓiʔ,nupey,kuɗuʔ,meriey,ulun,manay,reɗu,anak,bana,saba,tina,tama,umaʔ,sapaw,ɲaran,pesi,taley,miket,mejaʔit,taju,merew,memaneh,tumbek,menutew,meɲekaw,pesuʔ,mesuʔ,murip,meɡazaw,tutek,kazew,muɓa,meɲat,meŋajen,kerja,mejaʔuŋ,,,kambaŋ,memes,memen,kukut,meley,muka,tupa,penaʔ,ɡatuʔ,asew,manuk,telu,bulew,tilip,meɲiri,belitit,daɡiŋ,lemeʔ,ikuy,ɲipa,kekebet,kutew,temuek,kebaɡaɡ,enjen,jaʔes,aŋɡap,raʔun,amut,buŋa,uŋ,urew,taneʔ,batew,paser,ɓaʔ,peluluk,rat,tiem,ranaw,kiban,laŋit,bulan,bitaŋ,avus,embun,ujan,teɡur,kilat,baruy,mevus,peɗiʔ,sajuk,kariŋ,baseʔ,vat,jareʔ,peɡew,sab,avew,miten,mapuʔ,mila,kuniŋ,ɡaduŋ,disiʔ,azeŋ,jiɓiʔ,bat,melipis,mekapan,disiʔ,azeŋ,peɗes,mezaʔ,sepeŋ,vaw,dezaʔ,jaʔes,tiɡeh,kelem,ɗaw,taʔun,tenaʔaw,,babay,may,belemay,ɓaw,beleɓuʔ,ieʔ,ineh,janiʔ,jauʔ,dembeh,akew,ikaw,isa,te|lew,ɲelew,se|lew,anew neh,say,ɗeʔ,ɡuʔ ɡuʔ,akay,ma,lekembeh,a,meŋituŋ,jiʔeŋ,ba,lew,pat,,,,,,,,,,
Bobot,hasan,kabalit,lalait,wai,uha,lolon,boti,hutan,ahas,baʔoboʔ,ubas,uhit,karan,tuah,lusin,tuan walan,yatan,susin,malat,kalelan,ita,katoit,lasa,ulin,wosan,ulin lan,ninin,manowa,mulit,uban,nihan,lehaʔ,baliʔ,rakit,luaʔ,batof,kan,,hakatuin,nimin,kasat,komoan,talikan,loka,mata,ita,mu|mah,nima,nima kanowa,manih,tuat,kolan,mansia,masanan,baroha,oʔon,masanan,baroha,ina,baba,suma,ilan,nalan,lian,han wasat,tes,tula,lalain,ukikia,hana,toiʔ,lait,kahleit,huin,mata,lihilihan,kasa,tasa,ai,bola haʔas,moit,babukit,,toiʔ,pili,,boka,,sit,kais,has,siaʔ,tuti,toiʔ,reiʔ,yai,ohas,tolin,hulhulin,hian,rihi,ilaha,samaʔ,minaʔ,lekan,ula,bat kutin,taniman,,,ian,maʔobon,saksakan,han lan,tamit,dulan husin,huan,hanulin,bata,hati,bes,way,roiʔ,tasiʔ,,balabalan,latan,lakit,hulan,ilyowəs,lak tain,suhan,roti,lolas,yamyanat,yakin,hosuf,bobit,sirin,momala,mareman,tonit,yah,tuin,yah kubaʔ,bala huaʔtain,metan,buti,kasahan,siʔinit,biri biri,koŋɡon,isa,karokat,wotat,manihit,kutaʔ,koru-korup,tihaʔ,kaliʔ,malih,ronaman,hosihosin,hia,lalan sa,ka|toti,mesat,roman,nalaʔ,rom hila,taihunin,sa:,ra,ramuli lalan,leta,laho,mehei,maho,kebkebat,wotat,yataua,yaʔaho,aisɔ́,isɔ,msoa,imahoa,lelsoa,nahain,isi,hosin,ohi,tama,kalu,haʔaɪ,eeyi,reʔin,aina,ainlua,aintoli,ainfat,,,,,,,,,,
Bonerate,lima,mɔhi,mɔana,ae,βila,intɛŋa,βaliako,koti,keaβa,marota,,kuli,ta|liku,kompo,ɓuku,kalu kompo,ate,titi,ɓahu,ɗahani,βikiri,maʔeka,raha [draha],kapala,βuʔu,hɸotu,ŋoʔo,monaʔa,anti,ŋusu,koni,ela,koni,ɗoʔito,tɔkumbɔ,ɛ:lu,maŋa,munta,mɔtaʔa,moroʔu,kaha,pɔnɔ,tuli,hiki|ɗoŋo,mata,ita,momaʔa,moturu,m͡bale,hɸomo|nihi,kɛɗɛ,taɗɛ,mia,moane,βoβine,iɗana,moaneno,βoβineno,ina,ama,sapu,hɛlombo,ŋa,bisara,,ɓoke,mɔhaki,deʏu,pajere,temba,toɓu,paluʔe,hɸomo|nako,hɸokomateʔe,mate,tumbu,kaho,palɛ,kaw,βola,mohama,motutu,jama,amo,pili,tumbu,mɔbela,pɛnsɛ,kɔnta,kɛkɛ,ɓalu,leka,tumbuʔe,po:ke,ɓuti,oɓu,kaɗaɗi,ɡoraʔu,βulu,ka:pi,lola,βolɛke,niʔi,taɓa,i:ku,saʔa,nɡalanɡala,kutu,βai,kaβaoβao,kɛnta,ɗaʔɔ,paŋka,rɔʔo [drɔʔɔ],aka,kamba,ɓaʔe,rɔmpɔ,βuta,βatu,one,teʔe,βulu,tai,ɡara,tomba-tomba,h:ɸɔβɔ,laŋi,kɔmba,βituʔɔ,lɔnɔ,,mɔnda,tɔndu,lala,βandɛ,iri,mɛna,kɛnku,mɔtiti,mɛpa,mɔbɔha,luk|api,tunu,ɡɔpo,,ɓiru,muhɸutɛ,meha,makuri,kudara,paepae,toʔoha,mɛɗumpu,mɛlaŋka,mɔnihi,mɔkɔbɔ,maseke,tɔʔɔha,mohɸou,mo͡yini,mansuana,βɔʔɔw,bajiŋa,daʔɔ,kɔɓe,wutu,mɔina,taʔu,ara,ɔkɔ,ɛka,ɗi,ɗi laro,di βaβɔ,di βɔru,ia,atu,mɛɗani,mɛlai,ɗi maʔumpa,iaku,ikɔʔɔ,iʔia,ikita,ikomiu,iamay,haira,yɛʔɛmai,hile,baʔanorɛ,kɛnɛ,ara,aβa na,m͡bɛʔa,rɛkɛ,asa,ɗua,tolu,paʔa,,,,,,,,,,
Chamorro,kannai,akaɡue,aɡapa',addenɡ,lahu,chalan,maila',bira,nanɡu,hoplat,potbos,lassas,tatalo',estomaɡu,to'lanɡ,tilipas,hiɡadu,susu,apaɡa,tunɡo',hasso,kinibatde,haɡa',kabesa,aɡa'ɡa',ɡapotulu,ɡui'enɡ,haɡonɡ,nɡinɡe',pachot,nifen,hula',chalek,tanɡes,muta',to'la',chochu,ɲamɲam,chahan,ɡimen,akka',chopchop,talanɡa,hunɡok,mata,li'e',maɡap,maiɡo',asson,auifi,mata'chonɡ,tachu,taotao,lahi,palao'an,patɡon,asaɡua,asaɡua,nana,tata,ɡuma',atof,na'an,sanɡan,tali,traba,lakse,haɡuha,peska,paki,bulokbok,faɡɡas,sakke,puno',matai,lala'la',kassas,cha'lak,hayu,mapɡa',kadidok,ɲaɲo',hotnat,tanom,ayek,dokko',banna,fokse,ɡo'he,ɡuaddok,bona,atbuetto,acha,aɡuet,lotɡon,ɡa'laɡu,paharu,chada',pulu,pappa,ɡupu,cha'ka,katne,mantika,dadalak,kolepbla,ulo',hutu,ɲamu,sanye'ye',ɡuihan,lamas,ramas,haɡon,hale',flores,inasahan,cha'ɡuan,tɔno',acho',unai,aɡua,,tasi,asiɡa,haɡoe,bundak,lanɡet,pulan,puti'on,mapaɡahes,afao,ame',hulu,lamlam,manɡlo',ɡuaife,maipe,fuɡu,anɡɡlo',fotɡon,makkat,ɡuafi,pakko',asu,apu,attilonɡ,a'paka,aɡaɡa',amariyu,betde,dikike',dankolo,ebaba',laɡuas,kanifes,potpot,anɡɡosto,fedda',saɡe',mamahlao,amko',nuebu,buenu,baba,maɡahet,puenɡi,dia,aɲu,nɡai'an,na'atok,hotde,ɡi,halom,hulo',papa',ini,enao,fi'on,chaɡo',amanu,ɡuahu,haɡu,ɡuiya,hita,hamyo,siha,hafa,hai,otro,puru,ya,komu,[hafa] taimanu,ahe',tufonɡ,unu,dos,tres,kuatro,lima,ɡunum,fito,ɡualo,siɡua,fulu,huɡuiyai na fulu,limiyai na fulu,ɡatos,chalan
Canala,xɛrɛ,çɛdɛyaa,çɛdɛnuru,pa,fʌdʌ,xʷaɪ,mɛ̃,ʃɛpʷiri,xɛ̃,kɔtɔɔ,purɛu,kʌ̃,də,pʷe,ɲɪ,kʷa,dɛ̃,ji,pumɛ̃,nexʌ̃,nara[cɛ],bata,ma|da,bʷa,puwinaa,pubʷa,ku,mʌʌbʷi,bu,naxwa,pa,kurumɛ,mʷara,tɛ̃i,ɡɔɔ,juxʷari,da,maa,ʃuta,wijɔ,kɛkɛ,jii,[xʷa]nɛnɛ̃,çɛdɛ̃ɛ̃,kara|mɛ,tee,kɔmaa,mɛtɨçɛ,mɛtɨ,mɛtɨkii,cuɛ,nawi,ka|muru,xɔtɔ,çɛ̃,xuu,kʷɛɛtɔ-,kʷɛɛɔ-,mʷiɲɛ-,panɛɛ-,mʷa,nɔɔmʷa,ni,ʃɛ,kʷii,fʌpɨtɨ,ʃii,ɲibɨ,caa,pʷɛrɛ,çikɛ,bo,pɛdɛ,ʃaamɛ,mɛ,muru,kɔu,ça,kʷaa,çɔtia,miidɔ,xɛ̃yaa,çɛŋu,paba,kʌnɛ̃ɛ̃,çɨɨ,cee,jiipʷee,xabibiri,ja,xadɨɨ,cuu,ʃuu,taɡɛ,çɔ̃,,mʌ̃rʌ̃,xɔ,pu,puʃɛmɛ̃,cii,abʷara,piʌ,,pubɛ,maradi,xaridɔɔ,kɨtɨ,nɔ̃ɔ̃,ɡara,nɔ̃,muda,kɔɔ,nɛ,kʷɛɛ-,,pʷa,mɛi,[nɛ]dɔɔ,çɛɡɛ,nawa,kʷe,jɔ,nɛkʷetaa,,nɛdɛ̃,nuɔ,nɛkɔ,mʷea,ʃuɛmɛ,axʌ̃,axʌ̃,kʷie,netɔ,çimiaɡatɛ,kʷadɛ,ci,mɛɡi,xɨpɛ,mʌtʌ,meɔ,mɛ̃çee,nɛ,kɛ̃,jəə nɛ,xatɛ,ŋɨ̃rɨ̃,pʷara,mia,kɛ̃rɛnawa,kɔdɔ,wɛrɛ,çe,xubʷɛ,mʷaa,kaa,ʃaba,[ɡʷa] kʌ̃,daraa,paii,,bɛ̃ɛ̃ri,dɔpɔɔ,xɔru,çaa,dɔ,mɔ̃,daa,xʷada,anii,kɔɔ,petoa,rɔ,nɛpʷe,noa,tɛʃeea,,mʷiri,a,mʷaa,tii,na,ɡɛ,,iri,wiri,nii,anɛ̃,yaa[pɛ],barə,ʃaɨ,mɛ̃,mɛ̃,nɛ̃ɪ,çiɛ,fara,ʃaa,baa|ru,ba|ʃee,kʌ̃rʌ̃fɨɛ,,,,,,,,,,
Javanese,taŋan,kiwa,təŋən,sikil,mlaku,dalan,təka,menɡɡok,ŋlaŋi,rəɡət,bləduɡ,kulit,ɡəɡər,wətəŋ,baluŋ,usus,ati,susu,pundak,ŋərti,mikir,wədi,ɡətih,sirah,ɡulu,rambut,iruŋ,ambeɡan,ŋambu,caŋkəm,untu,ilat,ŋɡuyu,naŋis,mutah,idu,maŋan,mamah,masak,ŋombe,ɲokot,ɲərot,kupiŋ,kruŋu,mata,ndələŋ,aŋop,turu,turon,ŋimpi,loŋɡuh,ŋadek,uwoŋ,lanaŋ,wadon,anak,bojo,bojo,ibu,bapak,omah,atəp,jənəŋ,kanda,tali,naleni,dondom,dom,mbəbəɖaɡ,mbəɖil,nujəs,nutuk,ɲoloŋ,mateni,mati,urip,ŋukur,nuɡəl,kayu,ɲyiɡar,lanɖəp,keʈul,ɲambut ɡawe,nandur,milih,ʈukul,aboh,mərəs,ɲəkəl,nɖuɖuk,tuku,mbukak,nutu,ŋɡuwaŋ,tiba,asu,manuk,ənɖoɡ,wulu,swiwi,mabur,tikus,ɖaɡiŋ,ɡajih,buntut,ula,caciŋ,tuma,lemut,kemaŋɡa,iwak,mambu,paŋ,ɡodoŋ,oyot,kəmbaŋ,woh-wohan,suket,ləmah,watu,wəɖi,baɲu,mili,səɡara,uyah,tlaɡa,alas,laŋit,mbulan,lintaŋ,meɡa,pəɖut,udan,ɡluduɡ,ɡledek,barat,sumilir,panas,aɖəm,ɡariŋ,tələs,abot,ɡəni,ŋoboŋ,kəbul,awu,irəŋ,putih,abaŋ,kuniŋ,ijo,cilik,ɡəde,cənɖak,dawa,tipis,kandəl,ciut,amba,lara,isin,tuwa,aɲar,apik,elek,bənər,bəŋi,dina,tahun,kapan,nɖəlik,menek,neŋ,neŋ njəro,neŋ nɖuwur,neŋ ŋisor,iki,kuwi,cəɖak,adoh,ana ŋəndi,aku,kowe,deweke,aku kabeh,kowe kabeh,deweke kabeh,apa,sapa,liya,kabeh,karo,nek,piye,ora,ŋituŋ,siji,loro,təlu,papat,lima,nəm,pitu,wolu,saŋa,sə-puluh,ronɡ puluh,sekət,satus,sewu
Kilokaka (Ysabel),kʰame-,kmaeri,hneta,neneʔe-,zazahɔ,ɡuʔkʰu,mai,fikʰa,taɔ,tʰɔna,,ɡuli-,tataʔaru-,thiʔa-,hnuʔma-,ɲapa-,kekeʔsu-,suʔu-,,lasei,ɣaɣatʰo,hmaɣu,dadara-,pʰaʔu-,tʰaʔna-,frata-na,nehu-,fahaɣe nafa,nahŋɔ,maŋa-,kʰeʔi-,ɡlapi-,kɔblɔ,hrue,luʔa,pliʔsu,imahai,,,kʰumaʔi,kakʰaʔtu,sɔphɔ,kʰuli-,fanɔhmɔ,natʰa-,faka,,bihrɔ,bihrɔ kʰave,,nɔhe,tetu,nakɔni,hmane,ɣaʔse,sua,,,uke,mama,suɡa,tɔlipɔɣɔ,nahŋa-,ɔʔɔe,nahrɔ,nanahrɔ,susuki,,hili,,zɔraʔi,pɔphɔma,blau,akhi,lehe,dɔli,ɣaɣaro,tɔka,ɡazu,ahla,tʰere,pukʰa,frihŋe,,,,,frɔʔɔ,kikʰina,zɔhɔ,,,,,uka,hmeʔke,memeha,kredi,kʰala-,baɣi-,flalɔ,kʰubiliki,fnahi-,maruhu-,seku-,kʰɔlu,,ɡutu,hnaŋɔ,kʰakafre,hmaʔri,bɔʔe,hnɔʔbɔ ɡazu,kʰala,zaɡra,sisi,fuʔa,bubuʔru,kʰava,ɡaʔihma,raratʰa,kʰumaʔi,pnelɔ,tahi,,,hnautu,kʰɔlaŋa,tɔtʰɔri,tɔtɔfra,ɡrɔʔmɔ,lavɔ,nahani,ɡuɡulu,ɡaɡapi,hnute,nuhnute,fɔʔbɔ,kapɔ,k|raŋɔ,bubruʔi,tarihi,vaʔita,nunubra,kufu,kɔfru,seseʔpa,veɣa,mulaka,ŋeŋɔ,dɔdɔli,ikea,dɔʔu,knɔʔe,brahu,laʔa,tʰuta,,,fɔɡra,,dɔʔu,valu,hnaʔu,diʔa,tuani,hnaʔpu,hnaɡaʔe,finɔɣa,niha,,haɣa,ka,ke ɡilu,,ke pari,ahi,,namɔ,ɡaʔuai,hae,ara[hi],aɣɔ,manei,ɣita,ɣau,maneri,heve,hei,,,ɣe,ta,fa heve,teʔo,aʔahe,kaʔisa,phea,tʰilɔ,fnɔʔtɔ,ɡaha,hnaʔblɔ,fitu,hana,hneʔva,bɔʔthɔ,,,kaʔisa ɡɔbi,kaʔisa thɔɣa
